pairing_id,base,n_legs,cost_eur,start_min,end_min,legs
52,DUS,6,1522.4,5405.0,9640.0,3504676922|3504676925|3505310422|3505310304|3505311112|3505311113
53,DUS,9,1520.4,6395.0,9985.0,3505309514|3505309636|3505309649|3505310222|3505310025|3505310026|3505310209|3505310962|3505311137
54,DUS,6,1512.2,6225.0,9270.0,3505309580|3505309634|3505310358|3505310359|3505310431|3505310855
55,DUS,8,1509.8,3850.0,7950.0,3504658121|3504657925|3504658090|3505309574|3505309651|3505309365|3505310364|3505310365
56,DUS,6,1503.4,4725.0,8635.0,3504676795|3504676746|3505309536|3505309281|3505309986|3505310109
57,DUS,6,1499.8,3420.0,7800.0,3504658219|3504658220|3504658267|3504676963|3505310279|3505310280
58,DUS,6,1499.4,3470.0,6720.0,3504657801|3504657792|3504676388|3504676736|3505309273|3505309640
59,DUS,9,1497.6,3780.0,6720.0,3504658131|3504658132|3504658127|3504676813|3504676950|3504676504|3505309504|3505309360|3505309663
60,DUS,6,1497.2,3960.0,7000.0,3504658113|3504676748|3504676751|3504676415|3505309376|3505309377
61,DUS,7,1493.0,5190.0,8515.0,3504676677|3504676467|3504676474|3505309633|3505310219|3505310225|3505310355
62,DUS,5,1489.6,4935.0,8505.0,3504676549|3504676366|3505309334|3505310231|3505310232
63,DUS,5,1487.8,5050.0,7975.0,3504676725|3504676897|3505309575|3505310366|3505310367
64,DUS,5,1487.6,3985.0,8145.0,3504658069|3504658070|3505309278|3505310242|3505310207
65,DUS,6,1486.2,4730.0,8280.0,3504676956|3504676957|3504676968|3505309403|3505310287|3505310288
66,DUS,6,1485.0,6525.0,9415.0,3505309707|3505309708|3505310390|3505310063|3505310822|3505311107
67,DUS,4,1484.0,3760.0,6800.0,3504657722|3504657724|3504676797|3505309555
68,DUS,5,1482.2,3380.0,8065.0,3504657921|3504676900|3504676902|3505310114|3505310391
69,DUS,6,1477.0,5410.0,9375.0,3504676507|3504676509|3505309414|3505309415|3505311082|3505311083
70,DUS,4,1476.2,3505.0,6540.0,3504657681|3504658188|3504676487|3505309537
71,DUS,4,1475.8,2580.0,5360.0,3504638490|3504657939|3504676884|3504676885
72,DUS,6,1472.4,3770.0,8290.0,3504658107|3504657832|3505309470|3505309535|3505310271|3505310456
73,DUS,4,1472.0,3840.0,6790.0,3504657661|3504676790|3505309645|3505309351
74,DUS,4,1469.4,3930.0,7060.0,3504657610|3504657609|3504676723|3505309539
75,DUS,4,1468.2,5425.0,8270.0,3504676749|3505309724|3505309582|3505310234
76,DUS,7,1467.0,5435.0,9655.0,3504676190|3505310044|3505310045|3505310062|3505310740|3505310716|3505310718
77,DUS,6,1465.8,5265.0,9520.0,3504676713|3504676360|3505310100|3505310019|3505310862|3505311185
78,DUS,5,1465.2,4090.0,7080.0,3504657935|3504676731|3504676732|3505309562|3505309563
79,DUS,5,1464.6,5255.0,7945.0,3504676870|3504676871|3505309604|3505309410|3505310071
80,DUS,6,1463.2,6220.0,10100.0,3505309264|3505310035|3505310042|3505310043|3505310838|3505310762
81,DUS,6,1462.2,3665.0,6535.0,3504657671|3504657595|3504676682|3504676825|3505309755|3505309756
82,DUS,6,1459.8,4680.0,9420.0,3504676355|3504676356|3504676365|3505309662|3505311110|3505311111
83,DUS,7,1456.4,4000.0,6885.0,3504657797|3504676389|3504676766|3504676334|3505309400|3505309401|3505309253
84,DUS,8,1451.6,4720.0,8525.0,3504676211|3504676855|3505309608|3505309507|3505309508|3505310318|3505310457|3505310458
85,DUS,6,1450.0,6135.0,9630.0,3505309689|3505309690|3505310445|3505310093|3505310816|3505311089
86,DUS,4,1445.0,3985.0,6670.0,3504657679|3504676212|3504676361|3505309361
87,DUS,6,1444.2,3595.0,8325.0,3504658205|3504676521|3504676520|3504676580|3505310382|3505310385
88,DUS,4,1438.8,4670.0,8260.0,3504676390|3504676718|3505309259|3505309954
89,DUS,7,1438.2,5135.0,9335.0,3504676253|3504676403|3505309333|3505309588|3505309469|3505310954|3505310737
90,DUS,6,1436.8,1850.0,5020.0,3504638663|3504658118|3504658181|3504658182|3504676371|3504676519
91,DUS,6,1436.4,5390.0,9300.0,3504676962|3504676306|3505309639|3505309525|3505311037|3505310869
92,DUS,7,1432.8,3660.0,8020.0,3504658237|3504658062|3504657952|3505309370|3505309675|3505310372|3505310373
93,DUS,6,1429.8,3540.0,6970.0,3504658201|3504676375|3504676343|3504676344|3505309338|3505309339
94,DUS,5,1428.4,4755.0,8390.0,3504676217|3504676219|3504676673|3505309510|3505310395
95,DUS,4,1425.0,4710.0,8250.0,3504676735|3505309381|3505310412|3505310081
96,DUS,8,1423.2,1860.0,6660.0,3504638675|3504638169|3504638362|3504657976|3504658031|3504657597|3505309328|3505309571
97,DUS,7,1423.2,1140.0,4195.0,3504619335|3504638090|3504638107|3504638519|3504658091|3504658215|3504658216
98,DUS,8,1422.8,4745.0,8425.0,3504676812|3504676765|3504676657|3505309506|3505309406|3505309407|3505310072|3505310152
99,DUS,4,1421.2,3940.0,6550.0,3504658073|3504676959|3505309526|3505309527
100,DUS,6,1420.4,6350.0,10000.0,3505309676|3505310115|3505310116|3505310117|3505310890|3505311042
101,DUS,8,1417.6,3365.0,7085.0,3504657799|3504657784|3504676341|3504676660|3505309350|3505309267|3505309316|3505309317
102,DUS,4,1413.6,6660.0,9335.0,3505309522|3505310357|3505310784|3505310785
103,DUS,4,1412.4,5195.0,9705.0,3504676729|3504676730|3505310237|3505310893
104,DUS,4,1411.8,1265.0,4200.0,3504618921|3504638097|3504658278|3504658279
105,DUS,4,1407.2,5330.0,7925.0,3504676785|3505309533|3505309560|3505310091
106,DUS,4,1404.6,7580.0,9900.0,3505310060|3505310065|3505311162|3505311163
107,DUS,6,1399.8,4780.0,7975.0,3504676345|3504676346|3504676367|3505309652|3505309760|3505310464
108,DUS,4,1399.8,6160.0,9215.0,3505309766|3505309767|3505310467|3505310873
109,DUS,6,1399.8,4820.0,9390.0,3504676445|3504676449|3504676455|3505309761|3505311098|3505311099
110,DUS,6,1395.4,6145.0,9955.0,3505309534|3505309680|3505310441|3505310266|3505311035|3505311195
111,DUS,8,1395.4,3270.0,7080.0,3504657622|3504658060|3504676747|3504676798|3505309408|3505309409|3505309394|3505309734
112,DUS,4,1395.4,7570.0,9960.0,3505310356|3505310228|3505311114|3505311115
113,DUS,4,1394.8,6165.0,9360.0,3505309590|3505309591|3505310283|3505311048
114,DUS,4,1394.4,6125.0,9410.0,3505309424|3505310240|3505310235|3505311062
115,DUS,6,1390.0,3990.0,6785.0,3504658263|3504676429|3504676347|3504676710|3505309528|3505309666
116,DUS,4,1389.6,5435.0,8510.0,3504676379|3505309367|3505310392|3505310393
117,DUS,4,1386.0,5015.0,9270.0,3504676781|3504676728|3505310303|3505311028
118,DUS,4,1384.0,5255.0,8570.0,3504676878|3505309531|3505309970|3505309971
119,DUS,7,1383.8,6885.0,9905.0,3505309616|3505310320|3505310278|3505310064|3505311008|3505310925|3505310934
120,DUS,6,1381.8,5430.0,8375.0,3504676960|3505309399|3505309609|3505310293|3505310296|3505309950
121,DUS,5,1379.8,3310.0,8045.0,3504658119|3504658033|3504676369|3505310410|3505310411
122,DUS,7,1377.8,5130.0,9950.0,3504676768|3504676815|3505310454|3505310097|3505310213|3505311013|3505311143
123,DUS,4,1372.4,6500.0,9155.0,3505309667|3505309668|3505310317|3505310921
124,DUS,4,1370.8,7510.0,10035.0,3505310108|3505310244|3505311029|3505310861
125,DUS,7,1370.4,3490.0,8170.0,3504657940|3504657949|3504657978|3504676533|3505310299|3505310300|3505310277
126,DUS,10,1370.0,1860.0,5405.0,3504638665|3504638666|3504638724|3504638108|3504657628|3504658066|3504657965|3504676547|3504676551|3504676969
127,DUS,4,1369.4,3985.0,7125.0,3504658047|3504676784|3505309627|3505309260
128,DUS,4,1365.2,7625.0,10000.0,3505310241|3505310194|3505310880|3505310833
129,DUS,4,1362.0,5450.0,8455.0,3504676811|3505309683|3505309589|3505310210
130,DUS,4,1359.8,6865.0,9960.0,3505309368|3505310066|3505310808|3505311141
131,DUS,8,1358.2,4700.0,8535.0,3504676259|3504676938|3504676198|3505309630|3505309600|3505310310|3505310362|3505310363
132,DUS,6,1356.6,6465.0,10125.0,3505309677|3505309678|3505310427|3505310428|3505311108|3505310730
133,DUS,5,1356.4,5215.0,7940.0,3504676808|3504676687|3505309513|3505309661|3505310107
134,DUS,6,1351.6,4815.0,7970.0,3504676918|3504676919|3505309606|3505309576|3505310282|3505309947
135,DUS,6,1349.0,5100.0,9280.0,3504676930|3504676742|3504676536|3505309443|3505310929|3505310930
136,DUS,5,1344.6,6135.0,9445.0,3505309366|3505310061|3505310098|3505311038|3505310801
137,DUS,4,1342.4,6160.0,9400.0,3505309701|3505310250|3505310247|3505310928
138,DUS,4,1340.6,4690.0,7985.0,3504676427|3504676434|3505309968|3505310230
139,DUS,4,1340.4,3700.0,7565.0,3504658049|3504676901|3505309618|3505310323
140,DUS,7,1338.6,3965.0,6805.0,3504658123|3504676338|3504676339|3504676727|3505309423|3505309719|3505309307
141,DUS,4,1338.2,7615.0,9410.0,3505310404|3505310405|3505310759|3505310760
142,DUS,5,1335.6,1965.0,5355.0,3504638476|3504638179|3504658256|3504676892|3504676224
143,DUS,6,1335.4,5395.0,9395.0,3504676850|3505309515|3505309520|3505309269|3505310734|3505311004
144,DUS,8,1333.6,3300.0,6875.0,3504657586|3504658130|3504658173|3504676861|3504676941|3504676750|3505309570|3505309421
145,DUS,4,1331.8,3285.0,5345.0,3504658059|3504657627|3504676374|3504676608
146,DUS,4,1329.8,2120.0,6535.0,3504638657|3504658116|3505309659|3505309660
