Captain_ID,Home_Base,Legs
547,STR,"[3504676368, 3504676720, 3504676741]"
653,DUS,"[3504676920, 3504676921]"
946,BER,"[3504676777, 3504676704, 3504676810, 3504676804, 3505309603]"
858,CGN,"[3504676198, 3504676354, 3504676467, 3504676474]"
682,STR,"[3504676330, 3504676548]"
863,DUS,"[3504676947, 3504676752]"
46,DUS,"[3504676968, 3505309403]"
138,STR,"[3504676392, 3504676742]"
937,HAJ,[3504676558]
880,CGN,"[3504676205, 3504676863]"
64,STR,"[3504676339, 3504676682, 3505309455, 3505309452]"
861,CGN,"[3504676253, 3504676395, 3504676414]"
942,DUS,"[3504676937, 3504676796, 3504676765, 3504676657]"
388,HAM,"[3504676739, 3504676740, 3504676677]"
329,DUS,"[3504676872, 3505309656, 3505309653, 3505310361, 3505310313]"
94,STR,"[3504676766, 3504676334, 3504676663]"
683,STR,"[3504676353, 3505309630, 3505309725, 3505309555, 3505309520, 3505310351, 3505310457, 3505310099]"
39,STR,[3504676394]
865,STR,"[3504676376, 3504676377]"
919,CGN,[3504676203]
67,DUS,"[3504676812, 3504676767, 3504676939]"
875,DUS,"[3504676840, 3504676352]"
871,BER,"[3504676765, 3504676341, 3504676755, 3504676756]"
937,HAJ,"[3504676487, 3504676597]"
184,DUS,"[3504676912, 3504676913]"
863,DUS,[3504676878]
696,DUS,"[3504676906, 3505309693, 3505309719, 3505309551, 3505309556, 3505310005, 3505310014, 3505310456]"
692,DUS,"[3504676929, 3505309718, 3505309677, 3505309369]"
38,DUS,"[3504676950, 3504676504]"
755,DUS,"[3504676860, 3504676348, 3504676432]"
184,DUS,"[3504676964, 3504676312, 3504676772]"
253,DUS,"[3504676858, 3504676708, 3504676340, 3504676435, 3505309752, 3505309719, 3505309307, 3505309268, 3505309961, 3505310002, 3505310254, 3505310217]"
389,HAM,"[3504676723, 3504676901]"
58,DUS,"[3504676846, 3505309632, 3505309649, 3505309650]"
950,STR,"[3504676347, 3504676206, 3504676270]"
867,STR,"[3504676351, 3505309626, 3505309618]"
558,STR,"[3504676343, 3505309636, 3505309641, 3505309642]"
890,STR,[3504676379]
678,BER,"[3504657821, 3504676545, 3504676546]"
940,CGN,"[3504676211, 3504676853, 3504676958]"
138,STR,"[3504676347, 3504676348, 3504676453, 3504676328]"
941,DUS,"[3504676842, 3504676843]"
95,DUS,"[3504676850, 3504676344]"
5,DUS,"[3504676768, 3504676783, 3504676899]"
140,HAM,"[3504676733, 3504676734, 3504676677]"
412,HAM,"[3504676809, 3504676856, 3505309357, 3505309382, 3505310411, 3505310392, 3505310393]"
769,DUS,"[3504676956, 3505309746, 3505309759]"
621,DUS,"[3505309723, 3505309593, 3505309250, 3505309251]"
679,DUS,"[3505309643, 3505309265, 3505309266, 3505309519]"
948,MUC,"[3505309505, 3505309514, 3505309515, 3505309337]"
704,DUS,"[3505309729, 3505309438, 3505309647]"
577,CGN,"[3505309264, 3505309646, 3505309739]"
537,CGN,"[3505309328, 3505309571, 3505309558, 3505310089, 3505310036, 3505310037]"
691,BER,"[3505309574, 3505309651, 3505309365]"
415,HAM,"[3505309335, 3505309573, 3505309596, 3505309597]"
879,DUS,"[3505309608, 3505309507, 3505309444, 3505310136]"
374,STR,"[3505309388, 3505309549, 3505309506]"
375,BER,"[3505309580, 3505309581, 3505309253]"
658,STR,"[3505309366, 3505309425, 3505309420, 3505310019, 3505310020, 3505310103]"
307,DUS,"[3505309637, 3505309527, 3505309538, 3505310059, 3505310064, 3505310065]"
917,CGN,"[3505309276, 3505309277, 3505309310]"
329,DUS,"[3505309623, 3505309624, 3505309715]"
190,DUS,"[3505309751, 3505309565, 3505309522, 3505310228, 3505310265, 3505310266]"
102,DUS,"[3505309575, 3505309332]"
817,DUS,"[3505309440, 3505309441]"
690,HAM,"[3505309552, 3505309726]"
570,DUS,"[3505309619, 3505309622]"
847,STR,"[3505309346, 3505309740]"
415,HAM,"[3505309548, 3505309720]"
508,BER,"[3505309456, 3505309509]"
108,DUS,"[3505309629, 3505309628]"
73,DUS,"[3505309732, 3505309311]"
610,HAM,"[3505309570, 3505309421, 3505310114, 3505310391, 3505310420, 3505311171, 3505311128, 3505311131]"
133,STR,"[3505309356, 3505309638, 3505309627, 3505310335, 3505310362, 3505310363]"
327,STR,"[3505309334, 3505309508, 3505310318, 3505310317, 3505309956]"
941,DUS,"[3505309655, 3505309654]"
312,DUS,"[3505309755, 3505309567]"
374,STR,"[3505309374, 3505309413]"
328,CGN,"[3505309278, 3505309688]"
96,DUS,"[3505309639, 3505309525]"
820,STR,"[3505309364, 3505309523]"
139,STR,"[3505309380, 3505309706]"
97,DUS,"[3505309673, 3505309535]"
569,STR,"[3505309370, 3505309533, 3505309518, 3505310349, 3505310380, 3505310296, 3505309950]"
433,STR,"[3505309356, 3505309275]"
144,DUS,"[3505309743, 3505309744, 3505309633]"
543,HAJ,"[3505309418, 3505309419]"
377,HAM,"[3505309540, 3505309541]"
153,DUS,"[3505309711, 3505309712]"
22,STR,"[3505309348, 3505309349, 3505309354, 3505310434, 3505310414]"
638,DUS,"[3505309661, 3505309662]"
16,DUS,"[3505309671, 3505309672]"
691,BER,"[3505309592, 3505309553, 3505309546, 3505310073, 3505310048, 3505311089, 3505311084]"
7,DUS,"[3505309710, 3505309709]"
9,HAM,"[3505309530, 3505309531]"
907,BER,"[3505309582, 3505309583]"
570,DUS,"[3505309689, 3505309690]"
775,CGN,"[3505309294, 3505309295]"
391,BER,"[3505309598, 3505309599]"
267,STR,"[3505309342, 3505309343]"
866,NUE,"[3505309426, 3505309427]"
560,DUS,"[3505309766, 3505309767]"
683,STR,"[3505309344, 3505309345]"
775,CGN,"[3505309290, 3505309291]"
504,HAM,"[3505309528, 3505309529]"
504,HAM,"[3505309568, 3505309569]"
869,DUS,"[3505309768, 3505309770]"
611,CGN,"[3505309308, 3505309724, 3505309737, 3505310111]"
142,HAM,"[3505309552, 3505309557]"
917,CGN,"[3505309273, 3505309640]"
572,STR,"[3505309394, 3505309734]"
729,HAM,"[3505309536, 3505309486]"
949,DUS,"[3505309753, 3505309323]"
917,CGN,"[3505309643, 3505309521]"
33,STR,"[3505309398, 3505309563]"
690,HAM,"[3505309510, 3505309511]"
76,DUS,"[3505309667, 3505309668]"
883,DUS,"[3505309669, 3505309670]"
73,DUS,"[3505309659, 3505309660, 3505309627]"
153,DUS,"[3505309717, 3505309391]"
825,DUS,"[3505309681, 3505309539]"
690,HAM,"[3505309544, 3505309545]"
661,STR,"[3505309340, 3505309341]"
689,BER,"[3505309586, 3505309589]"
557,HAM,"[3505309542, 3505309543]"
54,STR,"[3505309378, 3505309379]"
69,DUS,[3505309763]
276,DUS,[3505309612]
689,BER,"[3505309590, 3505309591]"
938,HAM,"[3505309564, 3505309401, 3505309358]"
276,DUS,"[3505309697, 3505309698]"
640,DUS,"[3505309665, 3505309666]"
923,HAM,[3505309512]
825,DUS,[3505309614]
592,CGN,[3505309326]
949,DUS,[3505309747]
592,CGN,[3505309300]
461,HAM,[3505309526]
638,DUS,[3505309657]
517,STR,"[3505309386, 3505310236]"
743,DUS,"[3505309691, 3505309377]"
334,CGN,"[3505309316, 3505309317]"
704,DUS,"[3505309639, 3505309359]"
621,DUS,"[3505309701, 3505309702, 3505309745]"
694,BER,"[3505309578, 3505310329, 3505310354, 3505309965]"
448,DUS,"[3505309741, 3505310091, 3505310086, 3505311083]"
825,DUS,[3505309705]
183,BER,"[3505309331, 3505309333, 3505309253]"
610,HAM,"[3505309516, 3505309267]"
140,HAM,"[3505309550, 3505309722]"
461,HAM,"[3505309534, 3505309678]"
613,STR,"[3505309362, 3505310286, 3505310283, 3505310986]"
524,DUS,[3505309694]
199,BER,"[3505309584, 3505309585, 3505309442]"
838,BER,"[3505309572, 3505309350, 3505309648]"
421,STR,"[3505309400, 3505309417, 3505309410, 3505310071, 3505310054, 3505310823, 3505310830, 3505311125]"
88,STR,"[3505309385, 3505309384]"
768,STR,"[3505309360, 3505309663, 3505309683]"
663,DUS,"[3505309645, 3505309353]"
168,DUS,"[3505309676, 3505309675, 3505309606, 3505309576, 3505310282, 3505310287, 3505310288]"
592,CGN,"[3505309249, 3505309588, 3505310061, 3505310067, 3505310066]"
432,HAM,"[3505309532, 3505309537, 3505309554]"
511,HAM,[3505309560]
948,MUC,[3505309611]
577,CGN,"[3505309282, 3505309684]"
35,DUS,"[3505309604, 3505309524, 3505310232]"
920,STR,"[3505309408, 3505309409, 3505309394, 3505309559]"
679,DUS,"[3505309703, 3505309411]"
866,NUE,"[3505309470, 3505309682]"
163,STR,[3505309457]
864,STR,"[3505309366, 3505309469]"
297,DUS,"[3505309713, 3505310413, 3505310431, 3505310855]"
11,DUS,"[3505309631, 3505310337, 3505310346, 3505310347]"
7,DUS,"[3505309600, 3505310310, 3505310388, 3505310379]"
661,STR,"[3505309376, 3505310069, 3505310042, 3505310043]"
775,CGN,[3505309274]
496,HAM,"[3505309337, 3505309368, 3505309413]"
755,DUS,"[3505309643, 3505309517, 3505309550]"
320,DUS,"[3505309707, 3505309708]"
724,STR,"[3505309396, 3505309397, 3505309390, 3505310417, 3505310424, 3505310258, 3505310259, 3505310773, 3505310742, 3505310829]"
22,STR,"[3505309330, 3505309572, 3505309404, 3505310448, 3505310426, 3505310430]"
409,DUS,"[3505309753, 3505309754, 3505309625, 3505310333]"
246,HAM,"[3505309532, 3505309587]"
834,HAM,"[3505309504, 3505309609, 3505309610]"
720,HAM,"[3505309566, 3505310458]"
245,CGN,"[3505309262, 3505310031, 3505310062, 3505310387]"
40,CGN,"[3505309312, 3505310264, 3505310140, 3505310138]"
543,HAJ,"[3505309412, 3505309477]"
775,CGN,"[3505309958, 3505309959, 3505309964, 3505309965]"
87,HAM,"[3505310221, 3505310351, 3505310326]"
864,STR,"[3505310022, 3505310307, 3505310468]"
949,DUS,"[3505310348, 3505310222, 3505310257]"
461,HAM,"[3505310263, 3505310436, 3505310322]"
803,STR,"[3505310094, 3505310095, 3505310080]"
864,STR,"[3505310046, 3505310345, 3505310328]"
49,DUS,"[3505310342, 3505310343, 3505310441]"
834,HAM,"[3505310243, 3505310244, 3505310231]"
20,DUS,"[3505310338, 3505310339, 3505310435, 3505311177, 3505311096, 3505311097]"
469,DUS,"[3505310454, 3505310097, 3505310040, 3505311081]"
42,DUS,"[3505310330, 3505310331, 3505310340]"
689,BER,"[3505310158, 3505310157, 3505310275]"
335,HAM,"[3505310255, 3505310425]"
751,DUS,"[3505310319, 3505310321]"
11,DUS,"[3505310350, 3505310035, 3505310038]"
656,DUS,"[3505310370, 3505310371, 3505310332, 3505311077, 3505311206, 3505311209]"
949,DUS,"[3505310376, 3505310115, 3505310116]"
167,HAM,"[3505310267, 3505310268, 3505310235, 3505311062, 3505310852]"
517,STR,"[3505310082, 3505310001, 3505309951]"
61,STR,"[3505310090, 3505310437, 3505310315]"
36,DUS,"[3505310390, 3505309983, 3505309955]"
821,DUS,"[3505310374, 3505310196, 3505310112]"
34,HAM,"[3505310245, 3505310246, 3505310215]"
931,HAM,"[3505310251, 3505310419]"
894,DUS,"[3505310330, 3505310262]"
115,STR,"[3505310074, 3505310075]"
820,STR,"[3505310076, 3505310077]"
190,DUS,"[3505310360, 3505310290]"
46,DUS,"[3505310396, 3505310397, 3505310455, 3505311038, 3505310993]"
768,STR,"[3505310078, 3505310079, 3505310026]"
803,STR,"[3505310159, 3505310160]"
144,DUS,"[3505310454, 3505310272]"
891,DUS,"[3505310390, 3505310117, 3505310894, 3505310953]"
719,CGN,"[3505310000, 3505310252, 3505310220]"
755,DUS,"[3505310364, 3505310365]"
144,DUS,"[3505310400, 3505310401]"
894,DUS,"[3505310451, 3505310452]"
36,DUS,"[3505310372, 3505310373]"
714,DUS,"[3505310366, 3505310367]"
543,HAJ,"[3505310106, 3505310055]"
183,BER,"[3505310297, 3505310298]"
508,BER,"[3505310299, 3505310300]"
163,STR,"[3505310070, 3505310250]"
926,BER,"[3505310301, 3505310302]"
872,HAM,"[3505310273, 3505310274]"
890,STR,"[3505310052, 3505310053]"
636,NUE,"[3505310118, 3505310119]"
719,CGN,"[3505310018, 3505310308, 3505309950]"
743,DUS,"[3505310378, 3505310194, 3505310110]"
134,STR,"[3505310058, 3505310242]"
714,DUS,"[3505310368, 3505310369]"
380,DUS,"[3505310404, 3505310405]"
894,DUS,"[3505310462, 3505310461]"
719,CGN,"[3505309968, 3505310049]"
89,STR,"[3505310030, 3505310284]"
123,BER,"[3505310303, 3505310306]"
133,STR,"[3505310022, 3505310289]"
197,HAM,"[3505310227, 'DH_3505310228', 3505310247]"
866,NUE,[3505310210]
496,HAM,"[3505310239, 3505310109]"
415,HAM,"[3505310241, 3505310383]"
726,STR,"[3505310088, 3505310432]"
907,BER,"[3505310279, 3505310280, 3505310277]"
902,BER,"[3505310291, 3505310381]"
187,HAM,"[3505310229, 3505310230, 3505310214]"
948,MUC,[3505310213]
29,STR,"[3505310100, 3505311072, 3505311059, 3505311138]"
681,DUS,[3505310445]
251,HAM,"[3505310237, 3505310377, 3505310384, 3505311056, 3505311051]"
411,HAM,"[3505310271, 3505310017]"
144,DUS,[3505310324]
499,HAM,[3505310269]
838,BER,[3505310281]
755,DUS,[3505310465]
944,DUS,"[3505310449, 3505311193]"
742,DUS,[3505310463]
653,DUS,[3505310433]
57,DUS,"[3505310356, 3505311099, 3505311162, 3505311163]"
824,DUS,[3505310438]
723,DUS,"[3505310410, 3505311167, 3505310935, 3505310936]"
47,DUS,"[3505310380, 3505309985, 3505310008]"
719,CGN,"[3505309962, 3505310353]"
43,CGN,"[3505309970, 3505309971]"
636,NUE,"[3505310176, 3505310389]"
62,DUS,"[3505310398, 3505310399, 3505310352]"
493,DUS,[3505310153]
744,HAM,"[3505310249, 3505311157, 3505311198]"
595,HAM,[3505310233]
838,BER,[3505310285]
577,CGN,"[3505310004, 3505310256, 3505310155]"
907,BER,"[3505310293, 3505310292, 3505310314]"
567,CGN,"[3505309960, 3505310224]"
19,HAM,[3505310211]
336,BER,"[3505309947, 3505309986, 3505310895, 3505310892]"
200,STR,"[3505310060, 3505310375, 3505310311]"
883,DUS,"[3505310422, 3505310260]"
192,HAM,"[3505310245, 3505310385, 3505310429, 3505311175, 3505311130, 3505310831]"
596,HAM,"[3505310225, 3505310355]"
529,HAM,"[3505310027, 3505310102]"
3,HAM,"[3505310223, 3505310226]"
567,CGN,"[3505309980, 3505310294]"
843,CGN,"[3505310010, 3505310446, 3505310309, 3505310803, 3505310828, 3505310825]"
835,DUS,"[3505310412, 3505310081]"
12,DUS,"[3505310344, 3505311087, 3505311178, 3505311179]"
854,STR,"[3505310032, 3505311091, 3505311078]"
543,HAJ,[3505310195]
682,STR,"[3505310046, 3505310047]"
58,DUS,"[3505310348, 3505310033, 3505310208]"
70,STR,"[3505310024, 3505310253, 3505310085, 3505310098]"
640,DUS,"[3505310382, 3505310248]"
248,HAM,"[3505310209, 3505310184, 3505310183]"
624,CGN,"[3505309992, 3505311014]"
362,CGN,"[3505310014, 3505310015, 3505309949]"
135,DUS,"[3505310334, 3505309954]"
24,STR,"[3505310072, 3505310152]"
835,DUS,[3505310336]
36,DUS,"[3505310278, 3505310305]"
870,STR,"[3505310034, 3505309963, 3505310016]"
189,STR,"[3505310096, 3505310113]"
411,HAM,"[3505310025, 3505310028, 3505310029]"
455,CGN,"[3505309966, 3505309967, 3505310002]"
661,STR,"[3505310084, 3505311026, 3505311001, 3505311002]"
835,DUS,[3505310416]
730,HAM,"[3505310207, 3505310276]"
656,DUS,"[3505310447, 3505311191, 3505311160, 3505311161]"
567,CGN,"[3505310004, 3505310304, 3505310023]"
692,DUS,"[3505310394, 3505310395]"
39,STR,"[3505310046, 3505309969]"
854,STR,"[3505310092, 3505310863]"
553,STR,"[3505310096, 3505310453, 3505310439, 3505310887, 3505310890, 3505311042]"
142,HAM,[3505310261]
572,STR,"[3505310068, 3505309993]"
937,HAJ,"[3505310108, 3505310175]"
135,DUS,"[3505310386, 3505309989]"
948,MUC,[3505310212]
567,CGN,"[3505310408, 3505310409]"
262,DUS,"[3505310427, 3505310428, 3505310467, 3505311207, 3505311136, 3505311060]"
567,CGN,"[3505309948, 3505310295]"
135,DUS,"[3505310330, 3505310039]"
612,CGN,"[3505310004, 3505310423, 3505310151, 3505311066, 3505311073]"
843,CGN,"[3505309984, 3505310063]"
84,DUS,"[3505310358, 3505310359, 3505310137, 3505310913, 3505311005, 3505311006]"
890,STR,"[3505310044, 3505310045]"
939,CGN,"[3505310772, 3505311028, 3505310801, 3505310800]"
454,CGN,"[3505311046, 3505311071, 3505310875, 3505310812]"
16,DUS,"[3505311090, 3505310726, 3505310716, 3505310718]"
175,HAM,"[3505311025, 3505310771, 3505310790, 3505310791]"
201,DUS,"[3505311180, 3505311181, 3505311126, 3505310827]"
361,STR,"[3505310814, 3505311093, 3505311208]"
336,BER,"[3505310922, 3505310982, 3505311041]"
208,BER,"[3505311045, 3505310788, 3505310789]"
460,HAM,"[3505311037, 3505310869, 3505310856]"
658,STR,"[3505311044, 3505311055, 3505311129]"
361,STR,"[3505310868, 3505311197, 3505311132]"
341,BER,"[3505311049, 3505311050, 3505311057]"
657,CGN,"[3505310739, 3505310740, 3505310727]"
336,BER,"[3505311067, 3505310859, 3505310864]"
148,BER,"[3505311047, 3505311048, 3505311063]"
505,STR,"[3505310826, 3505310737, 3505310723]"
917,CGN,"[3505310763, 3505310889, 3505310888]"
875,DUS,"[3505311092, 3505310990]"
694,BER,"[3505311043, 3505310866]"
572,STR,"[3505310872, 3505310891]"
898,HAM,"[3505310985, 3505311085]"
89,STR,"[3505310819, 3505310818]"
890,STR,"[3505310860, 3505310861]"
73,DUS,"[3505311124, 3505310893]"
460,HAM,"[3505311033, 3505311034]"
657,CGN,"[3505310778, 3505310779]"
135,DUS,"[3505311122, 3505310881]"
460,HAM,"[3505311003, 3505311127]"
177,CGN,"[3505310929, 3505311012]"
937,HAJ,"[3505310880, 3505310928]"
597,DUS,"[3505311158, 3505311159]"
346,STR,"[3505310822, 3505310730]"
11,DUS,"[3505311108, 3505311109]"
679,DUS,"[3505311086, 3505310817]"
421,STR,"[3505310846, 3505310849]"
135,DUS,"[3505311134, 3505310748]"
543,HAJ,"[3505310882, 3505310883]"
313,BER,"[3505311069, 3505310932]"
824,DUS,"[3505311152, 3505311153]"
192,HAM,"[3505311027, 3505311173, 3505311164]"
20,DUS,"[3505311142, 3505311143]"
123,BER,"[3505311061, 3505310756]"
489,STR,"[3505310804, 3505310805]"
421,STR,"[3505310838, 3505310762]"
87,HAM,"[3505310987, 3505310815, 3505310844]"
506,STR,"[3505310850, 3505311064]"
583,DUS,"[3505311150, 3505311151]"
610,HAM,"[3505311019, 3505310851]"
11,DUS,"[3505311154, 3505310879]"
123,BER,"[3505311053, 3505311054]"
939,CGN,"[3505310759, 3505310760]"
870,STR,"[3505310840, 3505310841]"
725,HAM,"[3505311039, 3505311040]"
613,STR,"[3505310870, 3505310871]"
362,CGN,"[3505310713, 3505310715]"
380,DUS,"[3505311116, 3505311117]"
710,DUS,"[3505311118, 3505311119]"
506,STR,"[3505310810, 3505310811]"
517,STR,"[3505310876, 3505310877]"
636,NUE,"[3505310898, 3505310899]"
950,STR,"[3505310820, 3505310821]"
192,HAM,"[3505310991, 3505310992]"
460,HAM,"[3505310983, 3505310984]"
191,DUS,"[3505311215, 3505311217]"
866,NUE,"[3505310954, 3505311133]"
506,STR,"[3505310836, 3505311070]"
729,HAM,"[3505311007, 3505311123]"
745,BER,"[3505310927, 3505311008]"
63,DUS,"[3505311148, 3505311149]"
460,HAM,"[3505310997, 3505310998]"
583,DUS,"[3505311074, 3505311075]"
359,DUS,"[3505311210, 3505311211]"
320,DUS,"[3505311214, 3505311216]"
824,DUS,"[3505311120, 3505311121]"
47,DUS,"[3505311114, 3505311115]"
825,DUS,"[3505311212, 3505311213]"
3,HAM,"[3505311023, 3505311024]"
362,CGN,"[3505310784, 3505310785]"
123,BER,"[3505310927, 3505310833]"
898,HAM,"[3505311015, 3505311016]"
584,HAM,"[3505310925, 3505310926]"
926,BER,"[3505311065, 3505310843]"
54,STR,"[3505310808, 3505310809]"
63,DUS,"[3505311102, 3505311103]"
870,STR,"[3505310806, 3505310807]"
192,HAM,"[3505311035, 3505311195]"
73,DUS,[3505311172]
872,HAM,[3505310914]
63,DUS,[3505311174]
42,DUS,[3505310912]
42,DUS,[3505311184]
82,DUS,"[3505311106, 3505311107]"
509,DUS,"[3505311154, 3505311155]"
144,DUS,"[3505311112, 3505311113]"
267,STR,[3505310802]
442,STR,[3505310854]
108,DUS,[3505311170]
153,DUS,[3505311168]
653,DUS,[3505311204]
20,DUS,[3505311176]
307,DUS,[3505311182]
714,DUS,[3505311202]
108,DUS,[3505311188]
638,DUS,[3505310931]
335,HAM,[3505311031]
73,DUS,[3505311098]
411,HAM,[3505311029]
108,DUS,"[3505311090, 3505310988, 3505310981]"
389,HAM,[3505311017]
191,DUS,"[3505311124, 3505310744]"
422,STR,"[3505310862, 3505311185, 3505311094]"
172,HAM,"['DH_3505311019', 3505311020]"
657,CGN,"[3505311046, 3505311055, 3505310967]"
657,CGN,"[3505310734, 3505311004, 3505310989]"
38,DUS,"[3505311194, 3505310865]"
362,CGN,[3505310724]
835,DUS,"[3505311166, 3505554052]"
76,DUS,"[3505311140, 3505311141]"
898,HAM,"[3505311021, 3505310764]"
349,STR,"[3505310826, 3505310961]"
597,DUS,[3505311139]
748,CGN,"[3505310741, 3505311058]"
42,DUS,"[3505311147, 3505311146]"
389,HAM,"[3505310937, 3505561565]"
47,DUS,"[3505311088, 3505310728, 3505310782]"
422,STR,[3505310874]
177,CGN,[3505310729]
894,DUS,[3505311192]
679,DUS,[3505311080]
638,DUS,[3505311104]
577,CGN,[3505310770]
177,CGN,[3505310761]
442,STR,[3505310858]
920,STR,"[3505310939, 3505310940]"
708,DUS,"[3505311110, 3505311111, 3505311156]"
854,STR,[3505310848]
47,DUS,[3505311100]
756,STR,[3505310842]
43,CGN,[3505310714]
177,CGN,"[3505310788, 3505311036]"
748,CGN,"['DH_3505310763', 3505311022]"
191,DUS,"[3505311144, 3505311145, 3505310933]"
512,HAM,"[3505311009, 3505310969]"
389,HAM,[3505311011]
96,DUS,"[3505311200, 3505311201]"
636,NUE,[3505310896]
512,HAM,[3505310995]
42,DUS,[3505311082]
621,DUS,[3505311186]
63,DUS,[3505311076]
12,DUS,[3505311196]
714,DUS,[3505311190]
194,STR,"[3505310832, 3505310835]"
923,HAM,"[3505310999, 3505311105]"
442,STR,"[3505310824, 3505311137]"
553,STR,"['DH_3505310939', 3505310938]"
194,STR,[3505310834]
194,STR,[3505310816]
